;ID;Materia;Link
17;3184;Conceitos Fundamentais da Matemática (11100010500_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3184_1&handle=announcements_entry&mode=view
18;3185;Conectividade em Sistemas Ciberfísicos (11100010675_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3185_1&handle=announcements_entry&mode=view
19;3186;Construção da Gestão de Pessoas nas Organizações (11100010611_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3186_1&handle=announcements_entry&mode=view
20;3187;Contabilidade Empresarial (11100010163_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3187_1&handle=announcements_entry&mode=view
21;3188;Contabilidade Empresarial (11100010370_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3188_1&handle=announcements_entry&mode=view
22;3189;Contabilidade Governamental (11100010174_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3189_1&handle=announcements_entry&mode=view
23;3190;Contabilidade para Combinação de Negócios (11100010173_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3190_1&handle=announcements_entry&mode=view
24;3191;Corpo: Cultura e Sociedade (11100010422_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3191_1&handle=announcements_entry&mode=view
25;3192;Criminologias Marginais e Contemporâneas (11100011152_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3192_1&handle=announcements_entry&mode=view
26;3193;Cultura e Comportamento Organizacional (11100010612_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3193_1&handle=announcements_entry&mode=view
27;3194;Customer Experience (CX) (11100010581_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3194_1&handle=announcements_entry&mode=view
28;3195;Deformulação, engenharia reversa e prescrição de cosméticos (11100010826_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3195_1&handle=announcements_entry&mode=view
29;3196;Desenvolvimento de Aplicações Orientadas a Objetos (11100010924_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3196_1&handle=announcements_entry&mode=view
30;3200;DevOps (11100011130_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3200_1&handle=announcements_entry&mode=view
31;3201;Direito Empresarial (11100010148_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3201_1&handle=announcements_entry&mode=view
32;3202;Direito Empresarial (11100010357_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3202_1&handle=announcements_entry&mode=view
33;3203;Educação em Direitos Humanos e Educação Ambiental (11100010256_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3203_1&handle=announcements_entry&mode=view
34;3204;Educação em Direitos Humanos e Educação Ambiental (11100010256_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3204_1&handle=announcements_entry&mode=view
35;3205;Educação Física Baseada em Evidências (11100010228_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3205_1&handle=announcements_entry&mode=view
36;3206;Educação, Identidade e Solidariedade (11100010290_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3206_1&handle=announcements_entry&mode=view
37;3207;Educação, Identidade e Solidariedade (11100010601_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3207_1&handle=announcements_entry&mode=view
38;3208;Educação, Identidade e Solidariedade (11100010601_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3208_1&handle=announcements_entry&mode=view
39;3210;Empreendedorismo e Inovação (11100010133_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3210_1&handle=announcements_entry&mode=view
40;3211;Empreendedorismo e Inovação (11100010342_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3211_1&handle=announcements_entry&mode=view
41;3212;Empreendedorismo e Inovação (11100010342_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3212_1&handle=announcements_entry&mode=view
42;3213;Empreendedorismo Social (11100010123_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3213_1&handle=announcements_entry&mode=view
43;3214;Empreendedorismo Social (11100010332_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3214_1&handle=announcements_entry&mode=view
44;3215;Empreendedorismo Social (11100010332_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3215_1&handle=announcements_entry&mode=view
45;3217;Engenharia Organizacional (11100010895_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3217_1&handle=announcements_entry&mode=view
46;3218;Epidemiologia e mecanismo das doenças (11100010750_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3218_1&handle=announcements_entry&mode=view
47;3220;Epidemiologia e mecanismo das doenças (11100010750_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3220_1&handle=announcements_entry&mode=view
48;3221;Epistemologia do Fenômeno Religioso (11100010430_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3221_1&handle=announcements_entry&mode=view
49;3224;Especificação de Sistemas de Informação (11100010549_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3224_1&handle=announcements_entry&mode=view
50;3225;Especificação de Sistemas de Informação (11100010549_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3225_1&handle=announcements_entry&mode=view
51;3226;Esportes Ginásticos (11100010216_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3226_1&handle=announcements_entry&mode=view
52;3227;Esportes Ginásticos (11100010216_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3227_1&handle=announcements_entry&mode=view
53;3228;Estágio Curricular Supervisionado em Docência no Ensino Religioso: Ensino Fundamental - Anos Iniciais - Mapeamento do Contexto Escolar (11109640001_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3228_1&handle=announcements_entry&mode=view
54;3229;Estágio Curricular Supervisionado em Física: Leitura de Documentos e Mapeamento do Contexto Escolar (11109740001_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3229_1&handle=announcements_entry&mode=view
55;3230;Estágio Curricular Supervisionado em Matemática: Leitura de Documentos e Mapeamento do Contexto Escolar (11109940001_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3230_1&handle=announcements_entry&mode=view
56;3231;Estágio Curricular Supervisionado: Docência em Língua Portuguesa (11108540003_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3231_1&handle=announcements_entry&mode=view
57;3232;Estágio Curricular Supervisionado: Pesquisa em Ensino de Química (11109840001_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3232_1&handle=announcements_entry&mode=view
58;3233;Estágio Supervisionado em Anos Iniciais do Ensino Fundamental: Observação e Planejamento (11100840003_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3233_1&handle=announcements_entry&mode=view
59;3235;Estruturação das Demonstrações Financeiras (11100010175_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3235_1&handle=announcements_entry&mode=view
60;3238;Filosofia (11100010255_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3238_1&handle=announcements_entry&mode=view
61;3239;Filosofia (11100010255_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3239_1&handle=announcements_entry&mode=view
62;3241;Física Básica: Mecânica da Partícula (11100010470_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3241_1&handle=announcements_entry&mode=view
63;3242;Física Básica: Movimento Rotacional, Vibrações e Ondas (11100010471_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3242_1&handle=announcements_entry&mode=view
64;3243;Física do Movimento (11100010851_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3243_1&handle=announcements_entry&mode=view
65;3244;Física do Movimento (11100010851_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3244_1&handle=announcements_entry&mode=view
66;3245;Física do Movimento (11100010851_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3245_1&handle=announcements_entry&mode=view
67;3246;Física do Movimento (11100010851_20221_04) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3246_1&handle=announcements_entry&mode=view
68;3247;Física do Movimento (11100010851_20221_05) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3247_1&handle=announcements_entry&mode=view
69;3248;Física do Movimento (11100010851_20221_06) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3248_1&handle=announcements_entry&mode=view
70;3249;Física do Movimento (11100010851_20221_07) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3249_1&handle=announcements_entry&mode=view
71;3250;Física do Movimento (11100010851_20221_08) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3250_1&handle=announcements_entry&mode=view
72;3251;Física do Movimento (11100010851_20221_09) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3251_1&handle=announcements_entry&mode=view
73;3252;Física Experimental: Movimento Rotacional, Vibrações e Ondas (11100010479_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3252_1&handle=announcements_entry&mode=view
74;3255;Fundamentos da Teoria Criminológica (11100011151_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3255_1&handle=announcements_entry&mode=view
75;3256;Fundamentos de Internet das Coisas (11100010552_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3256_1&handle=announcements_entry&mode=view
76;3257;Fundamentos de Internet das Coisas (11100010552_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3257_1&handle=announcements_entry&mode=view
77;3258;Gestão da Inovação e Ferramentas Digitais (11100010121_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3258_1&handle=announcements_entry&mode=view
78;3259;Gestão da Inovação e Ferramentas Digitais (11100010330_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3259_1&handle=announcements_entry&mode=view
79;3260;Gestão da Inovação e Ferramentas Digitais (11100010330_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3260_1&handle=announcements_entry&mode=view
80;3261;Gestão da Inovação e Ferramentas Digitais (11100010330_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3261_1&handle=announcements_entry&mode=view
81;3262;Gestão da Inovação e Ferramentas Digitais (11100010330_20221_04) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3262_1&handle=announcements_entry&mode=view
82;3263;Gestão de Contratos e Orçamentos de TI (11100010539_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3263_1&handle=announcements_entry&mode=view
83;3265;Gestão de Negócios (11100010649_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3265_1&handle=announcements_entry&mode=view
84;3266;Gestão de Projetos de TI (11100010690_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3266_1&handle=announcements_entry&mode=view
85;3267;Gestão de Projetos em Computação (11100010555_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3267_1&handle=announcements_entry&mode=view
86;3268;Gestão do Relacionamento (11100010603_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3268_1&handle=announcements_entry&mode=view
87;3270;História e Cultura Africana, Afro-Brasileira e Indígena (11100010257_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3270_1&handle=announcements_entry&mode=view
88;3271;História e Cultura Africana, Afro-Brasileira e Indígena (11100010257_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3271_1&handle=announcements_entry&mode=view
89;3272;História e Cultura Africana, Afro-Brasileira e Indígena (11100010257_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3272_1&handle=announcements_entry&mode=view
90;3273;História e Cultura Africana, Afro-Brasileira e Indígena (11100010257_20221_04) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3273_1&handle=announcements_entry&mode=view
91;3274;Inovações em Estética Facial (11100010825_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3274_1&handle=announcements_entry&mode=view
92;3275;Inteligência Analítica em Negócios (11100010651_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3275_1&handle=announcements_entry&mode=view
93;3276;Introdução à Filosofia (11100010588_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3276_1&handle=announcements_entry&mode=view
94;3277;Introdução à Filosofia (11100010588_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3277_1&handle=announcements_entry&mode=view
95;3278;Introdução à Filosofia (11100010588_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3278_1&handle=announcements_entry&mode=view
96;3279;Introdução à Filosofia (11100010588_20221_04) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3279_1&handle=announcements_entry&mode=view
97;3280;Legislação para Estabelecimentos de Estética e Direitos Básicos do Consumidor (11100010754_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3280_1&handle=announcements_entry&mode=view
98;3281;Leitura e Escrita Acadêmica (11100010135_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3281_1&handle=announcements_entry&mode=view
99;3282;Leitura e Escrita Acadêmica (11100010268_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3282_1&handle=announcements_entry&mode=view
100;3283;LIBRAS (Língua Brasileira de Sinais) (11100010251_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3283_1&handle=announcements_entry&mode=view
101;3284;Literatura Brasileira Contemporânea (11100010269_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3284_1&handle=announcements_entry&mode=view
102;3285;Marketing de Conteúdo (11100010389_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3285_1&handle=announcements_entry&mode=view
103;3286;Matemática Aplicada à Computação (11100010559_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3286_1&handle=announcements_entry&mode=view
104;3287;Matemática Aplicada à Computação (11100010559_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3287_1&handle=announcements_entry&mode=view
105;3288;Matemática Financeira (11100010623_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3288_1&handle=announcements_entry&mode=view
106;3289;Materiais e Tecnologias Construtivas (11100010854_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3289_1&handle=announcements_entry&mode=view
107;3290;Materiais Metálicos (11100010973_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3290_1&handle=announcements_entry&mode=view
108;3291;Mercado de capitais (11100010155_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3291_1&handle=announcements_entry&mode=view
109;3292;Método da Pesquisa Científica em Ciências da Religião (11100010445_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3292_1&handle=announcements_entry&mode=view
110;3293;Metodologia da Educação Infantil (11100010314_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3293_1&handle=announcements_entry&mode=view
111;3294;Metodologia do Ensino da Matemática para Educação Infantil e Anos Iniciais do Ensino Fundamental (11100010313_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3294_1&handle=announcements_entry&mode=view
112;3295;Metodologia do Ensino de Geografia para Educação Infantil e Anos Iniciais do Ensino Fundamental (11100010315_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3295_1&handle=announcements_entry&mode=view
113;3296;Métodos Quantitativos para Engenharia (11100010853_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3296_1&handle=announcements_entry&mode=view
114;3297;Métricas e Indicadores de TI (11100010542_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3297_1&handle=announcements_entry&mode=view
115;3298;Microbiologia e biossegurança (11100010755_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3298_1&handle=announcements_entry&mode=view
116;3299;Microbiologia e biossegurança (11100010755_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3299_1&handle=announcements_entry&mode=view
117;3300;Microbiologia e biossegurança (11100010755_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3300_1&handle=announcements_entry&mode=view
118;3301;Microbiologia e Biotecnologia (11100011006_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3301_1&handle=announcements_entry&mode=view
119;3302;Modelagem de Sistemas (11100010850_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3302_1&handle=announcements_entry&mode=view
120;3303;Modelagem de Sistemas (11100010850_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3303_1&handle=announcements_entry&mode=view
121;3304;Modelagem de Sistemas (11100010850_20221_03) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3304_1&handle=announcements_entry&mode=view
122;3305;Modelagem de Sistemas (11100010850_20221_04) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3305_1&handle=announcements_entry&mode=view
123;3306;Movimento Humano: Tecnologias Digitais de Comunicação e Informação (11100011050_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3306_1&handle=announcements_entry&mode=view
124;3308;Pensamento Criativo (11100010122_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3308_1&handle=announcements_entry&mode=view
125;3309;Pensamento Criativo (11100010331_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3309_1&handle=announcements_entry&mode=view
126;3310;Pensamento Criativo (11100010331_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3310_1&handle=announcements_entry&mode=view
127;3312;Pensamento Criativo (11100010593_20221_02) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3312_1&handle=announcements_entry&mode=view
128;3314;Planejamento da cadeia suprimentos (SCOR) (11100010595_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3314_1&handle=announcements_entry&mode=view
129;3315;Planejamento e Controle de Produção (11100010645_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3315_1&handle=announcements_entry&mode=view
130;3316;Políticas e Inovação em Tecnologia da Informação (11100010699_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3316_1&handle=announcements_entry&mode=view
131;3320;Prática Profissional: Laboratório de Físico-Química (11100010525_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3320_1&handle=announcements_entry&mode=view
132;3321;Práticas em Gestão: Experiências organizacionais (11100010145_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3321_1&handle=announcements_entry&mode=view
133;3323;Práticas em Gestão: Gestão de projetos (11100010143_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3323_1&handle=announcements_entry&mode=view
134;3324;Práticas em Gestão: Gestão de projetos (11100010352_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3324_1&handle=announcements_entry&mode=view
135;3325;Práticas em Gestão: Modelagem Organizacional (11100010144_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3325_1&handle=announcements_entry&mode=view
136;3326;Práticas em Gestão: Modelagem Organizacional (11100010353_20221_01) ;https://eadpucpr.blackboard.com/webapps/blackboard/execute/announcement?method=search&context=course_entry&course_id=_3326_1&handle=announcements_entry&mode=view
